Sex,Age,Region,Value
Females,50 - 54,Moira,1001
Males,50 - 54,Shepparton,2097
Females,50 - 54,Shepparton,2187
Males,50 - 54,Glenelg - Southern Grampians,1385
Females,50 - 54,Glenelg - Southern Grampians,1364
Males,50 - 54,Colac - Corangamite,1334
Females,50 - 54,Colac - Corangamite,1324
Males,50 - 54,Warrnambool,1619
Females,50 - 54,Warrnambool,1829
Males,50 - 54,Migratory - Offshore - Shipping (Vic.),3
Females,50 - 54,Migratory - Offshore - Shipping (Vic.),0
Males,50 - 54,Special Purpose Codes SA3 (Vic.),277
Females,50 - 54,Special Purpose Codes SA3 (Vic.),177
Males,55 - 59,Brunswick - Coburg,1893
Females,55 - 59,Brunswick - Coburg,2188
Males,55 - 59,Darebin - South,1309
Females,55 - 59,Darebin - South,1396
Males,55 - 59,Essendon,1872
Females,55 - 59,Essendon,2070
Males,55 - 59,Melbourne City,2046
Females,55 - 59,Melbourne City,2113
Males,55 - 59,Port Phillip,2839
Females,55 - 59,Port Phillip,2807
Males,55 - 59,Stonnington - West,1370
Females,55 - 59,Stonnington - West,1562
Males,55 - 59,Yarra,2057
Females,55 - 59,Yarra,2162
Males,55 - 59,Boroondara,4862
Females,55 - 59,Boroondara,5367
Males,55 - 59,Manningham - West,2719
Females,55 - 59,Manningham - West,3049
Males,55 - 59,Whitehorse - West,2810
Females,55 - 59,Whitehorse - West,3079
Males,55 - 59,Bayside,3304
Females,55 - 59,Bayside,3579
Males,55 - 59,Glen Eira,4068
Females,55 - 59,Glen Eira,4426
Males,55 - 59,Kingston,3457
Females,55 - 59,Kingston,3698
Males,55 - 59,Stonnington - East,1121
Females,55 - 59,Stonnington - East,1188
Males,55 - 59,Banyule,3638
Females,55 - 59,Banyule,4018
Males,55 - 59,Darebin - North,2394
Females,55 - 59,Darebin - North,2487
Males,55 - 59,Nillumbik - Kinglake,2555
Females,55 - 59,Nillumbik - Kinglake,2621
Males,55 - 59,Whittlesea - Wallan,5395
Females,55 - 59,Whittlesea - Wallan,5939
Males,55 - 59,Keilor,1605
Females,55 - 59,Keilor,1859
Males,55 - 59,Macedon Ranges,1068
Females,55 - 59,Macedon Ranges,1072
Males,55 - 59,Moreland - North,1707
Females,55 - 59,Moreland - North,1843
Males,55 - 59,Sunbury,1279
Females,55 - 59,Sunbury,1359
Males,55 - 59,Tullamarine - Broadmeadows,4181
Females,55 - 59,Tullamarine - Broadmeadows,4184
Males,55 - 59,Knox,5090
Females,55 - 59,Knox,5405
Males,55 - 59,Manningham - East,968
Females,55 - 59,Manningham - East,1008
Males,55 - 59,Maroondah,3215
Females,55 - 59,Maroondah,3475
Males,55 - 59,Whitehorse - East,1633
Females,55 - 59,Whitehorse - East,1808
Males,55 - 59,Yarra Ranges,5115
Females,55 - 59,Yarra Ranges,5301
Males,55 - 59,Cardinia,2600
Females,55 - 59,Cardinia,2675
Males,55 - 59,Casey - North,4045
Females,55 - 59,Casey - North,4185
Males,55 - 59,Casey - South,4157
Females,55 - 59,Casey - South,4305
Males,55 - 59,Dandenong,5165
Females,55 - 59,Dandenong,5288
Males,55 - 59,Monash,4404
Females,55 - 59,Monash,4851
Males,55 - 59,Brimbank,5387
Females,55 - 59,Brimbank,5764
Males,55 - 59,Hobsons Bay,2662
Females,55 - 59,Hobsons Bay,2779
Males,55 - 59,Maribyrnong,2030
Females,55 - 59,Maribyrnong,2041
Males,55 - 59,Melton - Bacchus Marsh,3650
Females,55 - 59,Melton - Bacchus Marsh,3939
Males,55 - 59,Wyndham,4869
Females,55 - 59,Wyndham,5248
Males,55 - 59,Frankston,4237
Females,55 - 59,Frankston,4462
Males,55 - 59,Mornington Peninsula,4946
Females,55 - 59,Mornington Peninsula,5524
Males,55 - 59,Wodonga - Alpine,2483
Females,55 - 59,Wodonga - Alpine,2640
Males,55 - 59,Baw Baw,1650
Females,55 - 59,Baw Baw,1815
Males,55 - 59,Gippsland - East,1658
Females,55 - 59,Gippsland - East,1808
Males,55 - 59,Gippsland - South West,2237
Females,55 - 59,Gippsland - South West,2481
Males,55 - 59,Latrobe Valley,2548
Females,55 - 59,Latrobe Valley,2671
Males,55 - 59,Wellington,1570
Females,55 - 59,Wellington,1671
Males,55 - 59,Grampians,2348
Females,55 - 59,Grampians,2192
Males,55 - 59,Mildura,1848
Females,55 - 59,Mildura,1894
Males,55 - 59,Murray River - Swan Hill,1359
Females,55 - 59,Murray River - Swan Hill,1397
Males,55 - 59,Campaspe,1395
Females,55 - 59,Campaspe,1341
Males,55 - 59,Moira,1051
Females,55 - 59,Moira,1020
Males,55 - 59,Shepparton,2048
Females,55 - 59,Shepparton,2047
Males,55 - 59,Glenelg - Southern Grampians,1380
Females,55 - 59,Glenelg - Southern Grampians,1424
Males,55 - 59,Colac - Corangamite,1390
Females,55 - 59,Colac - Corangamite,1425
Males,55 - 59,Warrnambool,1608
Females,55 - 59,Warrnambool,1831
Males,55 - 59,Migratory - Offshore - Shipping (Vic.),5
Females,55 - 59,Migratory - Offshore - Shipping (Vic.),0
Males,55 - 59,Special Purpose Codes SA3 (Vic.),237
Females,55 - 59,Special Purpose Codes SA3 (Vic.),188
Males,60 - 64,Brunswick - Coburg,1561
Females,60 - 64,Brunswick - Coburg,1749
Males,60 - 64,Darebin - South,974
Females,60 - 64,Darebin - South,1117
Males,60 - 64,Essendon,1592
Females,60 - 64,Essendon,1683
Males,60 - 64,Melbourne City,1780
Females,60 - 64,Melbourne City,1857
Males,60 - 64,Port Phillip,2255
Females,60 - 64,Port Phillip,2303
Males,60 - 64,Stonnington - West,1201
Females,60 - 64,Stonnington - West,1524
Males,60 - 64,Yarra,1658
Females,60 - 64,Yarra,1936
Males,60 - 64,Boroondara,4168
Females,60 - 64,Boroondara,4580
Males,60 - 64,Manningham - West,2357
Females,60 - 64,Manningham - West,2771
Males,60 - 64,Whitehorse - West,2269
Females,60 - 64,Whitehorse - West,2608
Males,60 - 64,Bayside,2759
Females,60 - 64,Bayside,3000
Males,60 - 64,Glen Eira,3590
Females,60 - 64,Glen Eira,3734
Males,60 - 64,Kingston,3048
Females,60 - 64,Kingston,3297
Males,60 - 64,Stonnington - East,922
Females,60 - 64,Stonnington - East,1103
Males,60 - 64,Banyule,3213
Females,60 - 64,Banyule,3669
Males,60 - 64,Darebin - North,1900
Females,60 - 64,Darebin - North,2010
Males,60 - 64,Nillumbik - Kinglake,2103
Females,60 - 64,Nillumbik - Kinglake,2185
Males,60 - 64,Whittlesea - Wallan,4719
Females,60 - 64,Whittlesea - Wallan,5190
Males,60 - 64,Keilor,1463
Females,60 - 64,Keilor,1701
Males,60 - 64,Macedon Ranges,917
Females,60 - 64,Macedon Ranges,948
Males,60 - 64,Moreland - North,1355
Females,60 - 64,Moreland - North,1483
Males,60 - 64,Sunbury,1071
Females,60 - 64,Sunbury,1196
Males,60 - 64,Tullamarine - Broadmeadows,3339
Females,60 - 64,Tullamarine - Broadmeadows,3481
Males,60 - 64,Knox,4480
Females,60 - 64,Knox,4923
Males,60 - 64,Manningham - East,794
Females,60 - 64,Manningham - East,801
Males,60 - 64,Maroondah,2813
Females,60 - 64,Maroondah,3171
Males,60 - 64,Whitehorse - East,1436
Females,60 - 64,Whitehorse - East,1750
Males,60 - 64,Yarra Ranges,4410
Females,60 - 64,Yarra Ranges,4793
Males,60 - 64,Cardinia,2154
Females,60 - 64,Cardinia,2223
Males,60 - 64,Casey - North,3316
Females,60 - 64,Casey - North,3544
Males,60 - 64,Casey - South,3290
Females,60 - 64,Casey - South,3251
Males,60 - 64,Dandenong,4606
Females,60 - 64,Dandenong,4898
Males,60 - 64,Monash,3953
Females,60 - 64,Monash,4442
Males,60 - 64,Brimbank,4807
Females,60 - 64,Brimbank,5155
Males,60 - 64,Hobsons Bay,2116
Females,60 - 64,Hobsons Bay,2278
Males,60 - 64,Maribyrnong,1581
Females,60 - 64,Maribyrnong,1593
Males,60 - 64,Melton - Bacchus Marsh,3338
Females,60 - 64,Melton - Bacchus Marsh,3595
Males,60 - 64,Wyndham,4111
Females,60 - 64,Wyndham,4180
Males,60 - 64,Frankston,3562
Females,60 - 64,Frankston,3846
Males,60 - 64,Mornington Peninsula,4910
Females,60 - 64,Mornington Peninsula,5633
Males,60 - 64,Wodonga - Alpine,2387
Females,60 - 64,Wodonga - Alpine,2423
Males,60 - 64,Baw Baw,1568
Females,60 - 64,Baw Baw,1703
Males,60 - 64,Gippsland - East,1813
Females,60 - 64,Gippsland - East,1958
Males,60 - 64,Gippsland - South West,2415
Females,60 - 64,Gippsland - South West,2634
Males,60 - 64,Latrobe Valley,2397
Females,60 - 64,Latrobe Valley,2462
Males,60 - 64,Wellington,1629
Females,60 - 64,Wellington,1603
Males,60 - 64,Grampians,2184
Females,60 - 64,Grampians,2168
Males,60 - 64,Mildura,1697
Females,60 - 64,Mildura,1667
Males,60 - 64,Murray River - Swan Hill,1407
Females,60 - 64,Murray River - Swan Hill,1248
Males,60 - 64,Campaspe,1295
Females,60 - 64,Campaspe,1353
Males,60 - 64,Moira,1070
Females,60 - 64,Moira,1089
Males,60 - 64,Shepparton,1819
Females,60 - 64,Shepparton,1968
Males,60 - 64,Glenelg - Southern Grampians,1394
Females,60 - 64,Glenelg - Southern Grampians,1410
Males,60 - 64,Colac - Corangamite,1342
Females,60 - 64,Colac - Corangamite,1387
Males,60 - 64,Warrnambool,1662
Females,60 - 64,Warrnambool,1627
Males,60 - 64,Migratory - Offshore - Shipping (Vic.),4
Females,60 - 64,Migratory - Offshore - Shipping (Vic.),0
Males,60 - 64,Special Purpose Codes SA3 (Vic.),219
Females,60 - 64,Special Purpose Codes SA3 (Vic.),169
Males,65 - 69,Brunswick - Coburg,1255
Females,65 - 69,Brunswick - Coburg,1466
Males,65 - 69,Darebin - South,785
Females,65 - 69,Darebin - South,910
Males,65 - 69,Essendon,1258
Females,65 - 69,Essendon,1321
Males,65 - 69,Melbourne City,1574
Females,65 - 69,Melbourne City,1615
Males,65 - 69,Port Phillip,2052
Females,65 - 69,Port Phillip,2056
Males,65 - 69,Stonnington - West,1256
Females,65 - 69,Stonnington - West,1485
Males,65 - 69,Yarra,1493
Females,65 - 69,Yarra,1670
Males,65 - 69,Boroondara,3722
Females,65 - 69,Boroondara,4200
Males,65 - 69,Manningham - West,2235
Females,65 - 69,Manningham - West,2813
Males,65 - 69,Whitehorse - West,1907
Females,65 - 69,Whitehorse - West,2363
Males,65 - 69,Bayside,2575
Females,65 - 69,Bayside,2829
Males,65 - 69,Glen Eira,3100
Females,65 - 69,Glen Eira,3471
Males,65 - 69,Kingston,2546
Females,65 - 69,Kingston,3071
Males,65 - 69,Stonnington - East,870
Females,65 - 69,Stonnington - East,999
Males,65 - 69,Banyule,3059
Females,65 - 69,Banyule,3475
Males,65 - 69,Darebin - North,1603
Females,65 - 69,Darebin - North,1878
Males,65 - 69,Nillumbik - Kinglake,1719
Females,65 - 69,Nillumbik - Kinglake,1725
Males,65 - 69,Whittlesea - Wallan,4151
Females,65 - 69,Whittlesea - Wallan,4446
Males,65 - 69,Keilor,1483
Females,65 - 69,Keilor,1868
Males,65 - 69,Macedon Ranges,891
Females,65 - 69,Macedon Ranges,920
Males,65 - 69,Moreland - North,1178
Females,65 - 69,Moreland - North,1359
Males,65 - 69,Sunbury,922
Females,65 - 69,Sunbury,927
Males,65 - 69,Tullamarine - Broadmeadows,2652
Females,65 - 69,Tullamarine - Broadmeadows,2986
Males,65 - 69,Knox,3887
Females,65 - 69,Knox,4174
Males,65 - 69,Manningham - East,698
Females,65 - 69,Manningham - East,764
Males,65 - 69,Maroondah,2396
Females,65 - 69,Maroondah,2953
Males,65 - 69,Whitehorse - East,1466
Females,65 - 69,Whitehorse - East,1671
Males,65 - 69,Yarra Ranges,4098
Females,65 - 69,Yarra Ranges,4274
Males,65 - 69,Cardinia,1906
Females,65 - 69,Cardinia,2087
Males,65 - 69,Casey - North,2742
Females,65 - 69,Casey - North,2814
Males,65 - 69,Casey - South,2456
Females,65 - 69,Casey - South,2787
Males,65 - 69,Dandenong,4167
Females,65 - 69,Dandenong,4567
Males,65 - 69,Monash,3601
Females,65 - 69,Monash,4266
Males,65 - 69,Brimbank,4260
Females,65 - 69,Brimbank,4267
Males,65 - 69,Hobsons Bay,1802
Females,65 - 69,Hobsons Bay,1973
Males,65 - 69,Maribyrnong,1178
Females,65 - 69,Maribyrnong,1229
Males,65 - 69,Melton - Bacchus Marsh,2852
Females,65 - 69,Melton - Bacchus Marsh,2921
Males,65 - 69,Wyndham,3193
Females,65 - 69,Wyndham,3405
Males,65 - 69,Frankston,3164
Females,65 - 69,Frankston,3509
Males,65 - 69,Mornington Peninsula,5238
Females,65 - 69,Mornington Peninsula,6086
Males,65 - 69,Wodonga - Alpine,2190
Females,65 - 69,Wodonga - Alpine,2191
Males,65 - 69,Baw Baw,1546
Females,65 - 69,Baw Baw,1661
Males,65 - 69,Gippsland - East,2189
Females,65 - 69,Gippsland - East,2021
Males,65 - 69,Gippsland - South West,2607
Females,65 - 69,Gippsland - South West,2717
Males,65 - 69,Latrobe Valley,2166
Females,65 - 69,Latrobe Valley,2244
Males,65 - 69,Wellington,1569
Females,65 - 69,Wellington,1456
Males,65 - 69,Grampians,2105
Females,65 - 69,Grampians,1951
Males,65 - 69,Mildura,1572
Females,65 - 69,Mildura,1615
Males,65 - 69,Murray River - Swan Hill,1295
Females,65 - 69,Murray River - Swan Hill,1220
Males,65 - 69,Campaspe,1244
Females,65 - 69,Campaspe,1236
Males,65 - 69,Moira,1083
Females,65 - 69,Moira,1139
Males,65 - 69,Shepparton,1735
Females,65 - 69,Shepparton,1762
Males,65 - 69,Glenelg - Southern Grampians,1346
Females,65 - 69,Glenelg - Southern Grampians,1239
Males,65 - 69,Colac - Corangamite,1304
Females,65 - 69,Colac - Corangamite,1280
Males,65 - 69,Warrnambool,1454
Females,65 - 69,Warrnambool,1548
Males,65 - 69,Migratory - Offshore - Shipping (Vic.),0
Females,65 - 69,Migratory - Offshore - Shipping (Vic.),0
Males,65 - 69,Special Purpose Codes SA3 (Vic.),170
Females,65 - 69,Special Purpose Codes SA3 (Vic.),141
Males,70 - 74,Brunswick - Coburg,960
Females,70 - 74,Brunswick - Coburg,1113
Males,70 - 74,Darebin - South,585
Females,70 - 74,Darebin - South,685
Males,70 - 74,Essendon,821
Females,70 - 74,Essendon,883
Males,70 - 74,Melbourne City,1086
Females,70 - 74,Melbourne City,1011
Males,70 - 74,Port Phillip,1422
Females,70 - 74,Port Phillip,1418
Males,70 - 74,Stonnington - West,981
Females,70 - 74,Stonnington - West,1147
Males,70 - 74,Yarra,1046
Females,70 - 74,Yarra,1155
Males,70 - 74,Boroondara,2755
Females,70 - 74,Boroondara,3265
Males,70 - 74,Manningham - West,2125
Females,70 - 74,Manningham - West,2542
Males,70 - 74,Whitehorse - West,1591
Females,70 - 74,Whitehorse - West,1961
Males,70 - 74,Bayside,1999
Females,70 - 74,Bayside,2317
Males,70 - 74,Glen Eira,2054
Females,70 - 74,Glen Eira,2387
Males,70 - 74,Kingston,1994
Females,70 - 74,Kingston,2411
Males,70 - 74,Stonnington - East,674
Females,70 - 74,Stonnington - East,760
Males,70 - 74,Banyule,2396
Females,70 - 74,Banyule,2582
Males,70 - 74,Darebin - North,1317
Females,70 - 74,Darebin - North,1655
Males,70 - 74,Nillumbik - Kinglake,1150
Females,70 - 74,Nillumbik - Kinglake,1099
Males,70 - 74,Whittlesea - Wallan,2895
Females,70 - 74,Whittlesea - Wallan,3100
Males,70 - 74,Keilor,1337
Females,70 - 74,Keilor,1560
Males,70 - 74,Macedon Ranges,647
Females,70 - 74,Macedon Ranges,584
Males,70 - 74,Moreland - North,933
Females,70 - 74,Moreland - North,1213
Males,70 - 74,Sunbury,567
Females,70 - 74,Sunbury,684
Males,70 - 74,Tullamarine - Broadmeadows,1980
Females,70 - 74,Tullamarine - Broadmeadows,2007
Males,70 - 74,Knox,2603
Females,70 - 74,Knox,3006
Males,70 - 74,Manningham - East,552
Females,70 - 74,Manningham - East,574
Males,70 - 74,Maroondah,1933
Females,70 - 74,Maroondah,2331
Males,70 - 74,Whitehorse - East,1203
Females,70 - 74,Whitehorse - East,1495
Males,70 - 74,Yarra Ranges,2960
Females,70 - 74,Yarra Ranges,3032
Males,70 - 74,Cardinia,1431
Females,70 - 74,Cardinia,1505
Males,70 - 74,Casey - North,1809
Females,70 - 74,Casey - North,2033
Males,70 - 74,Casey - South,1853
Females,70 - 74,Casey - South,1799
Males,70 - 74,Dandenong,3241
Females,70 - 74,Dandenong,3467
Males,70 - 74,Monash,3161
Females,70 - 74,Monash,3673
Males,70 - 74,Brimbank,2888
Females,70 - 74,Brimbank,3014
Males,70 - 74,Hobsons Bay,1322
Females,70 - 74,Hobsons Bay,1499
Males,70 - 74,Maribyrnong,761
Females,70 - 74,Maribyrnong,857
Males,70 - 74,Melton - Bacchus Marsh,1818
Females,70 - 74,Melton - Bacchus Marsh,1835
Males,70 - 74,Wyndham,2057
Females,70 - 74,Wyndham,2115
Males,70 - 74,Frankston,2312
Females,70 - 74,Frankston,2716
Males,70 - 74,Mornington Peninsula,4485
Females,70 - 74,Mornington Peninsula,5089
Males,70 - 74,Wodonga - Alpine,1558
Females,70 - 74,Wodonga - Alpine,1600
Males,70 - 74,Baw Baw,1261
Females,70 - 74,Baw Baw,1277
Males,70 - 74,Gippsland - East,1732
Females,70 - 74,Gippsland - East,1594
Males,70 - 74,Gippsland - South West,1974
Females,70 - 74,Gippsland - South West,2063
Males,70 - 74,Latrobe Valley,1570
Females,70 - 74,Latrobe Valley,1622
Males,70 - 74,Wellington,1024
Females,70 - 74,Wellington,1020
Males,70 - 74,Grampians,1560
Females,70 - 74,Grampians,1658
Males,70 - 74,Mildura,1178
Females,70 - 74,Mildura,1124
Males,70 - 74,Murray River - Swan Hill,946
Females,70 - 74,Murray River - Swan Hill,962
Males,70 - 74,Campaspe,1071
Females,70 - 74,Campaspe,1024
Males,70 - 74,Moira,873
Females,70 - 74,Moira,865
Males,70 - 74,Shepparton,1329
Females,70 - 74,Shepparton,1325
Males,70 - 74,Glenelg - Southern Grampians,927
Females,70 - 74,Glenelg - Southern Grampians,979
Males,70 - 74,Colac - Corangamite,993
Females,70 - 74,Colac - Corangamite,983
Males,70 - 74,Warrnambool,1090
Females,70 - 74,Warrnambool,1120
Males,70 - 74,Migratory - Offshore - Shipping (Vic.),0
Females,70 - 74,Migratory - Offshore - Shipping (Vic.),0
Males,70 - 74,Special Purpose Codes SA3 (Vic.),112
Females,70 - 74,Special Purpose Codes SA3 (Vic.),62
Males,75 - 79,Brunswick - Coburg,862
Females,75 - 79,Brunswick - Coburg,1156
Males,75 - 79,Darebin - South,569
Females,75 - 79,Darebin - South,730
Males,75 - 79,Essendon,573
Females,75 - 79,Essendon,835
Males,75 - 79,Melbourne City,689
Females,75 - 79,Melbourne City,687
Males,75 - 79,Port Phillip,913
Females,75 - 79,Port Phillip,1003
Males,75 - 79,Stonnington - West,798
Females,75 - 79,Stonnington - West,977
Males,75 - 79,Yarra,692
Females,75 - 79,Yarra,880
Males,75 - 79,Boroondara,1999
Females,75 - 79,Boroondara,2513
Males,75 - 79,Manningham - West,2035
Females,75 - 79,Manningham - West,2276
Males,75 - 79,Whitehorse - West,1373
Females,75 - 79,Whitehorse - West,1859
Males,75 - 79,Bayside,1390
Females,75 - 79,Bayside,1632
Males,75 - 79,Glen Eira,1590
Females,75 - 79,Glen Eira,2153
Males,75 - 79,Kingston,1588
Females,75 - 79,Kingston,1944
Males,75 - 79,Stonnington - East,545
Females,75 - 79,Stonnington - East,648
Males,75 - 79,Banyule,1659
Females,75 - 79,Banyule,2022
Males,75 - 79,Darebin - North,1260
Females,75 - 79,Darebin - North,1626
Males,75 - 79,Nillumbik - Kinglake,653
Females,75 - 79,Nillumbik - Kinglake,631
Males,75 - 79,Whittlesea - Wallan,2076
Females,75 - 79,Whittlesea - Wallan,2339
Males,75 - 79,Keilor,1152
Females,75 - 79,Keilor,1331
Males,75 - 79,Macedon Ranges,386
Females,75 - 79,Macedon Ranges,334
Males,75 - 79,Moreland - North,999
Females,75 - 79,Moreland - North,1448
Males,75 - 79,Sunbury,406
Females,75 - 79,Sunbury,466
Males,75 - 79,Tullamarine - Broadmeadows,1322
Females,75 - 79,Tullamarine - Broadmeadows,1398
Males,75 - 79,Knox,1976
Females,75 - 79,Knox,2254
Males,75 - 79,Manningham - East,384
Females,75 - 79,Manningham - East,420
Males,75 - 79,Maroondah,1321
Females,75 - 79,Maroondah,1685
Males,75 - 79,Whitehorse - East,985
Females,75 - 79,Whitehorse - East,1227
Males,75 - 79,Yarra Ranges,1867
Females,75 - 79,Yarra Ranges,2002
Males,75 - 79,Cardinia,958
Females,75 - 79,Cardinia,969
Males,75 - 79,Casey - North,1404
Females,75 - 79,Casey - North,1547
Males,75 - 79,Casey - South,1112
Females,75 - 79,Casey - South,1265
Males,75 - 79,Dandenong,2454
Females,75 - 79,Dandenong,2705
Males,75 - 79,Monash,2783
Females,75 - 79,Monash,3309
Males,75 - 79,Brimbank,2018
Females,75 - 79,Brimbank,2259
Males,75 - 79,Hobsons Bay,1034
Females,75 - 79,Hobsons Bay,1246
Males,75 - 79,Maribyrnong,645
Females,75 - 79,Maribyrnong,771
Males,75 - 79,Melton - Bacchus Marsh,1062
Females,75 - 79,Melton - Bacchus Marsh,1145
Males,75 - 79,Wyndham,1319
Females,75 - 79,Wyndham,1471
Males,75 - 79,Frankston,1657
Females,75 - 79,Frankston,1962
Males,75 - 79,Mornington Peninsula,3432
Females,75 - 79,Mornington Peninsula,3766
Males,75 - 79,Wodonga - Alpine,1070
Females,75 - 79,Wodonga - Alpine,1178
Males,75 - 79,Baw Baw,897
Females,75 - 79,Baw Baw,882
Males,75 - 79,Gippsland - East,1156
Females,75 - 79,Gippsland - East,1143
Males,75 - 79,Gippsland - South West,1371
Females,75 - 79,Gippsland - South West,1366
Males,75 - 79,Latrobe Valley,1136
Females,75 - 79,Latrobe Valley,1362
Males,75 - 79,Wellington,729
Females,75 - 79,Wellington,793
Males,75 - 79,Grampians,1216
Females,75 - 79,Grampians,1283
Males,75 - 79,Mildura,822
Females,75 - 79,Mildura,1002
Males,75 - 79,Murray River - Swan Hill,816
Females,75 - 79,Murray River - Swan Hill,861
Males,75 - 79,Campaspe,808
Females,75 - 79,Campaspe,792
Males,75 - 79,Moira,695
Females,75 - 79,Moira,684
Males,75 - 79,Shepparton,998
Females,75 - 79,Shepparton,1047
Males,75 - 79,Glenelg - Southern Grampians,681
Females,75 - 79,Glenelg - Southern Grampians,764
Males,75 - 79,Colac - Corangamite,704
Females,75 - 79,Colac - Corangamite,819
Males,75 - 79,Warrnambool,752
Females,75 - 79,Warrnambool,863
Males,75 - 79,Migratory - Offshore - Shipping (Vic.),0
Females,75 - 79,Migratory - Offshore - Shipping (Vic.),0
Males,75 - 79,Special Purpose Codes SA3 (Vic.),48
Females,75 - 79,Special Purpose Codes SA3 (Vic.),32
Males,80 - 84,Brunswick - Coburg,702
Females,80 - 84,Brunswick - Coburg,937
Males,80 - 84,Darebin - South,482
Females,80 - 84,Darebin - South,627
Males,80 - 84,Essendon,472
Females,80 - 84,Essendon,716
Males,80 - 84,Melbourne City,410
Females,80 - 84,Melbourne City,513
Males,80 - 84,Port Phillip,594
Females,80 - 84,Port Phillip,688
Males,80 - 84,Stonnington - West,534
Females,80 - 84,Stonnington - West,742
Males,80 - 84,Yarra,492
Females,80 - 84,Yarra,699
Males,80 - 84,Boroondara,1505
Females,80 - 84,Boroondara,2017
